LONG,LAT,IGNORE4,NAME,PHONE,AVAILABILITY,NOTES,STATE,REGION,AREA
-119.337,37.344,MAMM,Mammoth Pool,559.877.2218/559.297.0706,mid may-late sep,,CA,NE,North Fork
-123.699,38.981,MANC,Manchester State Park,707.882.2463,mid may-late dec,,CA,NW,Manchester;
-117.631,34.265,MANK,Manker,626.335.1251/626.574.1613,mid may-mid oct,,CA,NE,Claremont
-121.853,36.92,MANR,Manresa State Beach,831.761.1795,early mar-late dec,,CA,SE,Aptos
-120.505,37.978,MANZ,Manzanita - Tuttletown Area - New Melones Lake,209.536.9094,all year,,CA,SW,Columbia
-122.267,38.599,MANZ,Manzanita Canyon - Lake Berryessa - USBR,707.966.9088,,,CA,N,Napa
-121.561,40.531,MANZ,Manzanita Lake - Lassen Volcanic National Park,530.595.6121,early jun-mid oct,,CA,E,Viola
-117.25,33.893,MARC,March ARB Military,951.655.2816,,military only - do not use our lat/lon - contact them for directions and info,CA,,
-119.216,34.88,MARI,Marian,661.245.3731/805.961.5778,,,CA,NW,Pine Mt Club
-122.77,40.84,MARR,Mariners Roost,530.275.1587/530.226.2500,,,CA,S,Trinity Center
-116.732,33.792,MARM,Marion Mountain,909.382.2922/909.382.2600,early jun-late aug,,CA,N,Idyllwild
-119.944,37.465,MAPO,Mariposa Fairgrounds,209.966.2432,,,CA,SE,Mariposa
-119.776,38.698,MARK,Markleeville,775.882.2766/775.331.6444,,,CA,NE,Markleeville
-118.977,37.077,MRMT,Marmot Rock,,,small rvs,CA,E,Shaver Lake
-122.205,41.796,MART,Martins Dairy,530.398.4391/530.842.6131,,,CA,E,Montague
-120.121,39.323,MARC,Martis Creek Lake,,,,CA,E,Truckee
-122.807,40.732,MARY,Mary Smith,530.275.1587/530.226.2500,,,CA,N,Lewiston
-123.213,41.188,MATT,Matthews,530.468.5351/530.842.6131,,,CA,SW,Etna
-124.356,40.289,MATO,Mattole Beach,,,,CA,SW,Petrolia
-114.534,33.671,MAYF,Mayflower Park,760.922.4665,,,CA,NE,Blythe
-121.646,41.017,MCAR,McArthur - Burney Falls State Park,530.335.2777,mid may-late dec,,CA,N,Burney
-122.282,41.353,MCBR,Mcbride Springs,530.926.4511/530.226.2500,,,CA,SW,Mt. Shasta
-120.003,37.597,MCCA,McCabe Flat,,,swim in river,CA,N,Mariposa
-122.245,40.936,MCCL,McCloud Bridge,530.275.1587/530.226.2500,,,CA,E,Lakehead
-120.276,37.609,MCCP,McClure Point Rec Area,,,,CA,NE,Snelling
-120.711,37.416,MCCO,McConnell State Rec Area,209.394.7755,all year,,CA,S,Ballico
-121.735,40.538,MACU,Mccumber Reservoir,,,,CA,NW,Viola
-118.785,37.564,MCGE,McGee Creek,760.935.4213,early may-late oct,,CA,SE,Mammoth Lakes
-119.102,34.814,MCGI,McGill,,early jun-late sep,,CA,W,Frazier Park
-119.257,34.227,MCGR,McGrath State Beach,805.968.1033,early mar-late dec,,CA,NW,Oxnard
-120.646,39.459,MCMU,McMurray,,,,CA,NE,Nevada City
-120.501,39.408,MEAL,Meadow Lake,530.994.3401/530.265.4531,,,CA,W,Truckee
-120.213,40.036,MEAD,Meadow View,530.836.2575/530.283.2050,mid apr-mid sep,,CA,W,Doyle
-120.005,38.186,MEAV,Meadowview,209.965.3434/209.533.3671,,,CA,NE,Mi-Wuk
-115.902,33.489,MECC,Mecca Beach  - Salton Sea State Rec Area,760.393.3052,early jun-late dec,,CA,SE,Mecca
-121.029,37.065,MEDE,Medeiros State Rec Area - San Luis Reservoir,209.826.1197,all year,,CA,S,Gustine
-121.595,41.588,MEDI,Medicine,530.667.2246/530.233.5811,mid jun-mid sep,,CA,W,Tionesta
-118.785,37.564,MEEC,Mee Creek,760.873.2500/760.873.2400,,,CA,SE,Mammoth Lakes
-120.123,39.035,MEEK,Meeks Bay,530.543.2600/530.543.2600,mid may-mid oct,,CA,NE,Meeks Bay
-121.466,36.118,MEMO,Memorial Park,831.385.5434/805.961.5778,,,CA,SW,Greenfield
-120.81,40.55,MERR,Merrill,530.257.4188/530.257.2151,mid may-late aug,,CA,NW,Susanville
-117.367,36.964,MESQ,Mesquite Spring - Death Valley National Park,760.786.3200,all year,,CA,NW,Furnace Creek
-118.191,34.38,MESS,Messenger Flats,,,,CA,N,La Canada
-115.435,35.132,MIDH,Mid Hills - Mojave National Preserve,760.252.6100,,,CA,,
-122.95,39.253,MIDC,Middle Creek,707.275.2361/530.934.3316,,,CA,N,Upper Lake
-119.937,38.627,MIDD,Middle Creek/Expansion,,,,CA,NE,Jackson
-119.166,34.55,MIDL,Middle Lion,805.646.4348/805.961.5778,,,CA,NE,Ojai
-119.58,34.51,MIDS,Middle Santa Ynez,805.967.3481/805.961.5778,,hot springs nearby,CA,N,Summerland
-120.301,38.583,MIDF,Middlefork Cosumnes,209.295.4251/530.622.5061,mid may-mid nov,Site no 19 is lg camp at end of campground,CA,E,Placerville
-114.659,33.727,MIDL,Midland LTVA,,,long term vistor area - no facil,CA,NW,Blythe
-114.915,32.716,MIDW,MidwayÂ Â OHV,760.337.4400,,paved road- toilets,CA,W,Winterhaven
-119.19,34.854,MILP,Mil Potrero Park,,,,CA,W,Frazier Park
-122.654,39.356,MILC,Mill Creek,530.934.1250/530.934.3316,,,CA,W,Stonyford
-121.188,39.914,MILK,Mill Creek,530.283.0555/530.283.2050,,,CA,W,Quincy
-119.937,38.302,MILR,Mill Creek,209.965.3434/209.533.3671,,,CA,NE,Mi-Wuk
-124.097,41.703,MLCR,Mill Creek - Del Norte Coast Redwoods State Park,707.465.7332,mid may-mid sep,,CA,SE,Crescent City
-120.288,41.277,MILE,Mill Creek Falls,530.279.6116/530.233.5811,mid jun-mid oct,,CA,E,Likely
-119.095,36.857,MILF,Mill Flat,559.338.2251/559.784.1500,,,CA,E,Frseno
-122.706,39.318,MILV,Mill Valley,530.934.1250/530.934.3316,,,CA,SW,Stonyford
-118.145,34.219,MILA,Millard,818.899.1900/626.574.1613,,,CA,N,Pasadena
-123.456,40.453,MILS,Miller Spring,530.628.5227/530.226.2500,,,CA,E,Mad River
-119.682,37.025,MILT,Millerton Lake State Rec Area,559.822.2332,all year,,CA,NE,Friant
-118.493,37.378,MILP,Millpond,760-873-5342,,,CA,W,Bishop
-121.269,39.707,MLSP,Milsap Bar,530.534.6500/530.283.2050,mid apr-mid oct,,CA,E,Brush Creek
-119.084,37.64,MINA,Minaret Falls,760.924.5500/760.873.2400,,,CA,W,Mammoth Lakes
-120.924,39.101,MINB,Mineral Bar - Auburn State Rec Area,530.885.4527,,,CA,E,Colfax
-122.812,40.852,MINE,Minersville,530.275.1587/530.226.2500,,,CA,SW,Trinity Center
-120.038,35.035,MIRA,Miranda Pines,805.925.9538/805.961.5778,,,CA,E,Santa Maria
-114.514,34.727,MOAB,Moabi Regional Park,760.326.3831,all year,coin showers - on Colorado River - unlimited tent camping - 24 hr security gate,CA,SE,Needles
-120.342,37.83,MOCC,Moccasin Point - Don Pedro State Rec Area,209.852.2396,,,CA,W,Groveland
-120.659,37.659,MODE,Modesto Reservoir,209.874.9540,,,CA,E,Waterford
-117.275,34.515,MOJA,Mojave Narrows Regional Park,760.245.2226,all year,,CA,SE,Victorville
-117.264,34.331,MOJR,Mojave River Forks Regional Park,760.389.2322,all year,,CA,S,Hesperia
-120.271,38.478,MOKE,Mokelumne,209.295.4251/530.622.5061,,,CA,E,Jackson
-120.271,38.478,MOKR,Mokelumne River,209.795.1381/209.533.3671,,,CA,E,West Point
-118.994,37.357,MONO,Mono Creek,559.855.5355/559.297.0706,early jun-mid sep,,CA,NE,Lakeshore
-119.018,37.326,MONH,Mono Hot Springs,559.855.5355/559.297.0706,early jun-mid sep,,CA,NE,Lakeshore
-120.881,35.275,MONR,Montana de Oro State Park,805.528.0513,all year,,CA,SW,Los Oso
-118.11,34.343,MONC,Monte Cristo,818.899.1900/626.574.1613,,,CA,NE,La Canada
-121.862,36.595,MONF,Monterey County Fairgrounds RV,831.657.9347,,,CA,E,Monterey
-121.861,36.59,MONT,Monterey Pines RV Military,831.656.7563,,military only - do not use our lat/lon - contact them for directions and info,CA,E,Monterey
-122.224,40.889,MOOC,Moore Creek,530.275.1587/530.226.2500,mid may-mid sep,,CA,E,Lakehead
-120.267,38.48,MOOR,Moore Creek,209.795.1381/209.533.3671,mid may-late aug,,CA,SE,Pollock Pines
-118.661,36.786,MORN,Moraine - Kings Canyon National Park,559.565.3341,,,CA,SE,Cedar Grove
-120.841,35.333,MORR,Morro Bay State Park,805.772.2560,all year,,CA,S,Morro Bay
-120.883,35.428,MORS,Morro Strand State Beach,805.772.2560,mid may-late dec,,CA,NW,Morro Bay
-118.655,36.246,MOSG,Moses Gulch - State Forest,,,,CA,NE,Springville
-118.746,37.438,MOSF,Mosquito Flat,760.924.5500/760.873.2400,,walk to sites only,CA,SE,Mammoth Lakes
-119.913,38.516,MOSL,Mosquito Lakes,209.795.1381/209.533.3671,,,CA,NE,Bear Valley
-122.712,42.075,MOUA,Mount Ashland,,,,CA,,
-121.702,37.001,MOUN,Mount Madonna,408.355.2201,,,CA,W,Gilroy
-118.567,37.224,MTGL,Mountain Glen,760.873.2500/760.873.2400,mid may-mid sep,,CA,SW,Bishop
-117.729,34.395,MOUO,Mountain Oak,661.296.9710/626.574.1613,mid may-late oct,,CA,NW,Wrightwood
-119.107,34.81,MTPI,Mt Pinos,661.245.3731/805.961.5778,,,CA,W,Frazier Park
-121.933,37.851,MTDI,Mt. Diablo State Park,925.837.2525,all year,3 campgrounds,CA,SE,Walnut Creek
-118.034,34.383,MTPA,Mt. Pacifico,818.899.1900/626.574.1613,mid may-mid sep,,CA,N,Pasadena
-123.075,41.356,MULE,Mule Bridge,,,,CA,SW,Etna
-121.395,36.005,NACI,Nacimiento,831.385.5434/805.961.5778,,,CA,SE,Big Sur
-124.006,40.021,NADE,Nadelos,,,,CA,W,Whitethorn
-122.586,38.583,NAPF,Napa County Fairgrounds,707.942.5111,,,CA,NW,Calistoga
-122.278,38.296,NAPV,Napa Valley Expo,707.253.4900,,RV park,CA,E,Napa
-123.665,39.171,NAVV,Navarro River Redwoods State Park,707 937.5804,,,CA,SE,Albion
-122.957,39.442,NAVY,Navy Camp - Lake Pillsbury,707.275.2361/530.934.3316,,,CA,NE,Ukiah
-119.584,37.432,NELD,Nelder Grove,559.877.2218/559.297.0706,,,CA,N,Fresno
-122.345,40.849,NELS,Nelson Point,530.275.1587/530.226.2500,early jun-late aug,,CA,N,OBrien
-119.292,34.803,NETT,Nettle Springs,661.245.3731/805.961.5778,,,CA,S,Maricopa
-121.077,39.206,NEVA,Nevada County Fairgrounds,530.273.6217,,,CA,SW,Grass Valley
-121.937,36.983,NEWB,New Brighton State Beach,831.464.6330,all year,,CA,NE,Capitola
-118.96,37.649,NEWS,New Shady Rest,760.924.5500/760.873.2400,early may-mid nov,,CA,E,Mammoth Lakes
-119.914,38.325,NIAG,Niagra Creek,209.965.3434/209.533.3671,,,CA,NE,Mi-Wuk
-119.937,34.77,NIRA,Nira,805.925.9538/805.961.5778,,,CA,NE,Santa Ynez
-123.311,41.647,NORC,Norcross,,,equestrian,CA,S,Happy Camp
-123.362,41.299,NORD,Nordheimer,530.627.3291/707.442.1721,,,CA,E,Orleans
-121.648,40.597,NORT,North Battle Creek Reservoir,,,,CA,N,Viola
-120.635,35.133,NORS,North Beach - Pismo State Beach,,all year,,CA,NW,Oceano
-120.718,40.735,NORG,North Eagle Lake,,,,CA,N,Susanville
-123.961,41.979,NORF,North Fork,707.457.3131/707.442.1721,,rough road - RVs not recommended,CA,,
-122.648,39.379,NORK,North Fork,530.934.1250/530.934.3316,,,CA,W,Stonyford
-121.22,40.04,NORM,North Fork,530.283.0555/530.283.2050,,,CA,NW,Quincy
-120.657,39.27,NORR,North Fork,530.288.3231/530.265.4531,mid may-mid sep,,CA,NE,Dutch Flat
-123.017,40.332,NORB,North Fork Beegum Creek F,530.628.5227/530.226.2500,,,CA,W,Platina
-118.627,37.227,NORL,North Lake,760.873.2500/760.873.2400,mid jun-mid sep,,CA,SW,Bishop
-119.567,37.742,NORP,North Pines - Yosemite National Park,209.372.0200,mid apr-late sep,,CA,E,Yosemite Village
-117.164,34.268,NORE,North Shore,909.382.2782/909.382.2600,early may-late sep,,CA,NW,Running Springs
-121.65,41.034,NOSH,North Shore,,,,CA,,
-120.991,35.881,NOSS,North Shore San Antonio,831.755.4895,,,CA,W,Bradley
-120.311,39,NORS,Northshore,530.644.2349/530.622.5061,mid jun-mid oct,,CA,NE,Pollock Pines
-120.347,38.831,NORW,Northwind,530.644.2349/530.622.5061,mid may-mid oct,,CA,E,Placerville
-123.116,41.809,OAKB,Oak Bottom,530.627.3291/707.442.1721,mid apr-late oct,,CA,NE,Somes Bar
-118.722,34.6,OAKL,Oak Flat,661.296.9710/626.574.1613,,,CA,NW,Castaic
-122.953,39.444,OAKF,Oak Flat - Lake Pillsbury,707.275.2361/530.934.3316,,,CA,NE,Calpella
-122.953,39.443,OAFL,Oak Flat Overflow - Lake Pillsbury,707.275.2361/530.934.3316,,,CA,N,Upper Lake
-122.352,40.85,OAKG,Oak Grove,530.275.1587/530.226.2500,,,CA,,
-116.789,33.386,OAKR,Oak Grove,760.788.0250/626.574.1613,,,CA,NW,Warner Springs
-120.79,38.181,OAKK,Oak Knoll - New Hogan Lake,209.772.1343,mid may-late aug,,CA,E,Valley Springs
-118.819,34.289,OAKP,Oak Park,,,,CA,NW,Simi Valley
-118.182,34.246,OAKW,Oakwilde,818.899.1900/626.574.1613,,,CA,N,La Cañada Flintridge
-116.876,33.343,OBSE,Observatory,760.788.0250/626.574.1613,mid may-mid oct,,CA,N,Palomar Mountain
-119.449,38.3,OBSI,Obsidian,760.932.7070/775.331.6444,early jun-late sep,,CA,S,Walker
-120.627,35.106,OCEA,Oceano County,805.781.4900,,,CA,NW,Oceano
-120.617,35.093,OCEA,Oceano Dunes State Veh Rec Area,805.773.7170/805.473,,few facil,CA,SW,Oceano
-116.167,33.151,OCOT,Ocotillo Wells State Vehicle Area,760.767.5391,early oct - late may,tables - ramadas,CA,W,Ocotillo Wells
-119.071,37.799,OHRI,Oh Ridge,760.647.3045/760.873.2400,early may-late sep,,CA,N,June Lake
-122.645,39.309,OLDM,Old Mill,530.934.1250/530.934.3316,,,CA,SW,Stonyford
-118.964,37.648,OLDS,Old Shady Rest,760.924.5500/760.873.2400,early jun-late aug,,CA,E,Mammoth Lakes
-123.451,41.377,ONEI,Oneil Creek,530.493.2243/530.842.6131,,,CA,SW,Seiad Valley
-117.604,33.657,ONRP,ONeill Regional Park,949.923.2260,,,CA,SW,Trabuco Canyon
-118.341,36.772,ONIO,Onion Valley,760.876.6200/760.873.2400,mid jun-mid sep,,CA,W,Independence
-122.353,39.772,ORLA,Orland Buttes Rec Area,530.865.4781,early apr-mid sep,,CA,W,Orland
-121.987,41.663,ORRL,Orr Lake,530.398.4391/530.842.6131,,,CA,S,Macdoel
-117.553,33.539,ORTE,Ortega Flats - Caspers Wilderness Co Park,,,,CA,E,San Juan Capis
-115.133,32.983,OSBO,Osborne Overlook - Imperial Sand Dunes OHV,760.337.4400,,no facil-nonmaintained- gravel surface,CA,E,Brawley
-117.022,35.022,OWLC,Owl Canyon,,,lovely desert hills - shade only over tables,CA,N,Barstow
-119.329,34.694,OZEN,Ozena,661.245.3731/805.961.5778,,,CA,W,Frazier Park
-119.902,38.517,PACI,Pacific Valley,209.795.1381/209.533.3671,,,CA,NE,Bear Valley
-120.648,39.624,PACK,Packsaddle,530.288.3231/530.265.4531,early jun-mid oct,,CA,N,Sierra City
-115.168,32.961,PAD1,Pads  - Imperial Sand Dunes OHV,760.337.4400,,3 areas along rd - no facil-gravel surface,CA,E,Brawley
-115.137,32.934,PAD2,Pads - Imperial Sand Dunes OHV,760.337.4400,,5 areas along rd - no facil-gravel surface,CA,E,Brawley
-119.322,38.179,PAHA,Paha,760.932.7070/775.331.6444,mid may-mid sep,,CA,SW,Bridgeport
-115.999,33.617,PAIN,Painted Canyon,,,dispersed - unknown facil - flash floods,CA,NE,Mecca
-118.719,37.495,PALI,Palisade,760.873.2500/760.873.2400,,,CA,SE,Mammoth Lakes
-115.946,33.328,PALM,Palm Beach Dry Camp,760.394.4446,,,CA,SE,Thermal
-114.725,33.399,PALO,Palo Verde County Park,,,,CA,S,Palo Verde
-115.091,32.994,PALO,Palo Verde Flats - Imperial Sand Dunes OHV,760.337.4400,,no facil-nonmaintained- gravel surface,CA,E,Brawley
-117.467,36.339,PANS,Panamint Springs,775.482.7680,,privately owned - restaurant - some shade,CA,E,Panamint Springs
-118.571,35.809,PANO,Panorama,,,,CA,E,Posey
-123.929,41.843,PANF,Panther Flat,707.457.3131/707.442.1721,mid may-late dec,,CA,E,Gasquet
-122.202,41.355,PANT,Panther Meadows,530.926.4511/530.226.2500,,Walk-in only,CA,NW,Mccloud
-119.811,34.542,PARA,Paradise,805.967.3481/805.961.5778,all year,,CA,NW,Santa Barbara
-118.425,35.651,PARC,Paradise Cove,760.379.5646/559.784.1500,all year,,CA,NE,Lake Isabella
-120.24,38.537,PARP,Pardoes Point,209.295.4251/530.622.5061,mid may-mid nov,,CA,E,Pioneer
-116.583,32.958,PASO,Paso Picacho - Cuyamaca Rancho State Park,760.765.3020,all year,visitor says- bring lots of wood,CA,S,Julian
-120.534,39.506,PASS,Pass Creek,530.994.3401/530.265.4531,early jun-mid oct,,CA,NW,Truckee
-123.846,41.872,PATR,Patrick Creek,707.457.3131/707.442.1721,mid may-late aug,,CA,NE,Crescent City
-124.156,41.136,PATP,Patricks Point State Park,707.677.3570,early mar-late dec,,CA,N,Trinidad
-120.186,41.198,PATT,Patterson,530.279.6116/530.233.5811,mid may-mid oct,,CA,SW,Eagleville
-121.561,41.555,PAYN,Payne Springs,530.667.2246/530.233.5811,mid jul-mid oct,,CA,NE,McCloud
-123.519,41.309,PEAR,Pearch Creek,530.627.3291/707.442.1721,mid apr-mid oct,,CA,NE,Orleans
-121.075,38.789,PENS,Peninsula - Folsom Lake State Rec Area,916.988.0205,,,CA,NE,Folsom
-120.98,39.724,PENI,Peninsula Tent (Family ),530.534.6500/530.283.2050,mid may-mid oct,Tent Only,CA,N,La Porte
-122.93,39.301,PENN,Penny Pines,707.275.2361/530.934.3316,,,CA,N,Upper Lake
-120.241,41.45,PEPP,Pepperdine,530.279.6116/530.233.5811,mid jul-mid oct,,CA,E,Alturas
-122.783,38.247,PETA,Petaluma Lake Area Military,707.765.7341,,military only - do not use our lat/lon - contact them for directions and info,CA,W,Petaluma
-121.783,36.249,PFEI,Pfeiffer Big Sur State Park,831.667.2315,mid may-late dec,,CA,SE,Big Sur
-121.467,40.028,PHLB,Philbrook - Feather River,,,,CA,NE,Paradise
-123.191,40.466,PHIL,Philpot,530.628.5227/530.226.2500,,,CA,S,Hayfork
-114.673,33.034,PICA,Picacho State Rec Area,760.996.2963,,,CA,N,Winterhaven
-119.803,38.34,PIGF,Pigeon Flat,209.965.3434/209.533.3671,,,CA,W,Bridgeport
-123.13,40.767,PIGP,Pigeon Point,530.623.2121/530.226.2500,,,CA,NW,Junction City
-120.511,34.726,LINC,Pine Canyon Military - Vandenberg AFB,805.606.8579,,military only - do not use our lat/lon - contact them for directions and info,CA,,
-119,37.604,PINC,Pine City,760.924.5500/760.873.2400,,,CA,SW,Mammoth Lakes
-120.557,38.727,PINE,Pine Cone  - Sly Park Recreation Area,530.644.2545,,,CA,SE,Pollock Pines
-119.338,36.829,PINF,Pine Flat Rec Area,559.488.3004,,,CA,E,Fresno
-118.955,37.649,PING,Pine Glen - Mammouth Lakes,,early jun-mid sep,,CA,E,Mammoth Lakes
-116.886,34.236,PINK,Pine Knot,909.382.2790/909.382.2600,early may-late oct,,CA,SW,Big Bear
-119.989,38.482,PNMT,Pine Marten,209.795.1381/209.533.3671,,,CA,NE,Bear Valley
-119.329,34.639,PINM,Pine Mountain,805.646.4348/805.961.5778,,,CA,N,Ojai
-122.247,40.927,PINP,Pine Point,530.275.1587/530.226.2500,mid may-late aug,,CA,N,Redding
-119.133,34.692,PINS,Pine Springs,661.245.3731/805.961.5778,,,CA,SW,Frazier Park
-119.995,38.19,PINR,Pinecrest,209.965.3434/209.533.3671,early may-mid oct,,CA,NE,Mi-Wuk
-121.141,36.499,PINL,Pinnacles,831.389.4538,all year,has pool,CA,E,Pinnacles
-121.767,36.95,PINT,Pinto Lake Park,831.722.8129,,,CA,N,Watsonville
-116.455,33.585,PINY,Pinyon Flat,909.382.2922/909.382.2600,,,CA,SW,Palm Desert
-118.486,35.651,PION,Pioneer Point,760.379.5646/559.784.1500,early jun-mid sep,,CA,N,Lake Isabella
-120.433,38.567,PIPI,Pipi,209.295.4251/530.622.5061,mid apr-late sep,,CA,NE,Pioneer
-121.506,40.992,PITR,Pit River,530.233.4666,,,CA,NE,Burney
-121.553,40.921,PITC,Pit River/Cassel,916.386.5164,,,CA,NE,Burney
-119.362,37.373,PLAC,Placer,559.877.2218/559.297.0706,,,CA,NE,Fresno
-121.295,38.759,PLAF,Placer County Fair RV,916.786.2023,,,CA,NW,Roseville
-121.467,35.918,PLAT,Plaskett Creek,831.385.5434/805.961.5778,all year,Temporary non-potable water in Oct 2010,CA,SE,Lucia
-122.845,39.729,PLAM,Plaskett Meadows,530.934.1250/530.934.3316,mid may-mid nov,,CA,NW,Elk Creek
-120.293,39.014,PLEA,Pleasant,530.644.2349/530.622.5061,,no facilities,CA,,
-118.505,37.407,PLEV,Pleasant Valley,760.878.0272,,,CA,NW,Bishop
-120.326,41.713,PLUM,Plum Valley,530.279.6116/530.233.5811,,,CA,SE,Davis Creek
-120.702,39.757,PLUE,Plumas - Eureka State Park,530.836.2380,mid may-late dec,Tent only,CA,W,Blairsden
-122.968,39.442,POGI,Pogie Point - Lake Pillsbury,707.275.2361/530.934.3316,,,CA,NE,Potter Valley
-119.104,34.1,POIM,Point Mugu Military,805.989.8407,,military only - do not use our lat/lon - contact them for directions and info,CA,,
-121.384,35.998,POND,Ponderosa,831.385.5434/805.961.5778,all year,,CA,NW,San Simeon
-120.603,38.906,PONC,Ponderosa Cove,530.333.4312/530.622.5061,,,CA,N,Pollock Pines
-121.187,40.168,POND,Ponderosa Flat,,,,CA,S,Chester
-119.566,37.809,PORC,Porcupine Flat - Yosemite National Park,209.372.0200,,,CA,,
-118.072,36.601,PORG,Portagee Joe,,,,CA,SW,Lone Pine
-119.067,37.32,PORT,Portal Forebay,559.855.5355/559.297.0706,,,CA,NE,Lakeshore
-122.212,37.262,PORR,Portola Redwoods State Park,650.948.9098,early mar-late dec,steep windy roads,CA,SE,Lahonda
-121.532,40.188,POTA,Potato Patch,530.258.2141/530.257.2151,,,CA,SW,Chester
-116.595,32.615,POTE,Potrero,619.478.5212,,res: 877.565.3600,CA,NE,Potrero
-118.801,36.517,POTW,Potwisha - Sequoia National Park,559.565.3341,,,CA,NE,Three Rivers
-117.641,33.942,PRAD,Prado Regional Park,909.597.4260,all year,,CA,SE,Chino
-122.73,40.963,PREA,Preacher Meadow,530.275.1587/530.226.2500,,,CA,SW,Trinity Center
-118.94,36.804,PRIN,Princess,559.338.2251/559.784.1500,mid may-mid sep,,CA,NW,Hume
-120.16,39.378,PROS,Prosser,530.587.3558/530.265.4531,mid may-late sep,,CA,N,Truckee
-119.075,37.648,PUMI,Pumice Flat,760.924.5500/760.873.2400,mid jun-mid sep,,CA,W,Mammoth Lakes
-118.545,36.121,QUAK,Quaking Aspen,559.539.2607/559.784.1500,early may-late oct,,CA,SE,Camp Nelson
-121.218,40.046,QUEE,Queen Lily,530.283.0555/530.283.2050,,,CA,NW,Quincy
-120.008,37.61,RAIL,Railroad Flat,209.379.9414,,,CA,,
-120.528,38.739,RAIN,Rainbow  - Sly Park Recreation Area,530.644.2545,,,CA,SE,Pollock Pines
-120.252,40.707,RAMH,Ramhorn Springs,,,,CA,NE,Susanville
-120.91,39.54,RAMS,Ramshorn,530.288.3231/530.265.4531,mid apr-mid oct,,CA,W,Downieville
-119.161,37.25,RANC,Rancheria,559.855.5355/559.297.0706,all year,,CA,E,Lakeshore
-117.413,33.98,RANJ,Rancho Jurupa Park,51.684.7032,,,CA,NW,Riverside
-121.094,38.332,RANC,Rancho Seco,,early apr-late oct,,CA,E,Herald
-121.094,38.332,RACO,Rancho Seco Rec Area,209.748.2318,,,CA,E,Herald
-123.229,41.299,REDB,Red Bank,530.468.5351/530.842.6131,,,CA,,
-120.971,39.735,REDF,Red Feather,530.534.6500/530.283.2050,mid jun-late aug,,CA,N,La Porte
-115.613,33.202,REDM,Red Hill Marina,760 348.2310,,,CA,NW,Calipatria
-117.98,35.371,REDR,Red Rock Canyon State Park,661 942.0662,,,CA,,
-120.83,41.167,REDT,Red Tail Rim South,530.299.3215/530.233.5811,mid jun-mid oct,,CA,E,Adin
-119.454,37.145,REDI,Redinger,,,no facilities,CA,NE,Fresno
-119.073,37.619,REDS,Reds Meadow,760.924.5500/760.873.2400,,,CA,W,Mammoth Lakes
-124.129,40.78,REDF,Redwood Acres Fairgrounds,707.445.3037,,,CA,SE,Eureka
-123.206,39.163,REDW,Redwood Empire Fair RV Park,707.462.3884,,RV Parking,CA,,Ukiah
-118.592,35.977,REDW,Redwood Meadow,559.539.2607/559.784.1500,early may-late oct,,CA,E,Ducor
-120.072,34.463,REFU,Refugio State Beach,805.968.1033,early mar-late dec,,CA,W,Goleta
-120.774,41.66,RESC,Reservoir C,530.667.2246/530.233.5811,mid may-mid oct,,CA,NW,Alturas
-120.874,41.579,RESF,Reservoir F,530.667.2246/530.233.5811,mid may-mid oct,,CA,W,Alturas
-119.083,37.771,REVE,Reversed Creek,760.647.3045/760.873.2400,mid may-late oct,,CA,SW,June Lake
-119.307,34.679,REYC,Reyes Creek,661.245.3731/805.961.5778,,,CA,SW,Mt. Pinos
-119.315,34.637,REYP,Reyes Peak,805.646.4348/805.961.5778,,,CA,N,Ojai
-123.793,40.018,RICH,Richardson Grove State Park,707.247.3318,mid may-late dec,3 campgrounds,CA,S,Garberville
-122.798,40.847,RIDG,Ridgeville,530.275.1587/530.226.2500,,,CA,NE,Weaverville
-119.403,34.333,RINC,Rincon County Parkway RV,,,RV only,CA,W,Ventura
-123.028,40.876,RIPS,Ripstein,530.623.2121/530.226.2500,,,CA,N,Junction City
-120.435,34.65,RIVP,River Park RV,805.736.3504,,,CA,NE,Lompoc
-120.182,37.993,RIVR,River Ranch,209.928.3708,,part private,CA,SE,Twain Harte
-115.118,32.912,ROAD,Roadrunner - Imperial Sand Dunes OHV,760.337.4400,,few facil-paved sites- toilets,CA,E,Brawley
-119.323,38.185,ROBC,Robinson Creek,760.932.7070/775.331.6444,mid may-mid oct,,CA,SW,Bridgeport
-120.502,39.156,ROBF,Robinson Flat,530.367.2224/530.265.4531,,,CA,NE,Foresthill
-119.361,37.292,ROCC,Rock Creek,559.877.2218/559.297.0706,mid may-late sep,,CA,NE,North Fork
-118.734,37.451,ROCL,Rock Creek Lake,760.873.2500/760.873.2400,early jun-late sep,,CA,SE,Mammoth Lakes
-121.428,40.726,ROCK,Rocky,530.336.5521/530.257.2151,,,CA,SE,Hat Creek
-118.922,36.068,ROCH,Rocky Hill,,,,CA,E,Porterville
-121.155,40.499,RCKL,Rocky Knoll,530.258.2141/530.257.2151,,,CA,NW,Westwood
-121.1,40.191,ROCP,Rocky Point - Feather River,916.386.5164,,,CA,NW,Canyondam
-120.977,39.513,ROCR,Rocky Rest,530.288.3231/530.265.4531,mid apr-mid oct,,CA,NE,Camptonville
-121.312,39.768,ROGE,Rogers Cow Camp (Family ),530.534.6500/530.283.2050,mid may-mid sep,,CA,NE,Berry Creek
-119.183,34.532,ROSE,Rose Valley,805.646.4348/805.961.5778,,,CA,NE,Ojai
